geometry_angstrom,method,seed,k,captured_probability_mass,absolute_energy_error_hartree,selected_subspace_energy_hartree,exact_sector_energy_hartree,precision_at_k,recall_at_k,ndcg_at_k,selection_efficiency,overlap_with_real
0.75,RANDOM,25043005,4,0.0007325013625169593,1.4862304084659366,-3.716348568480286,-5.2025789769462225,0.0,0.0,0.00026082256490971034,0.0001831253406292398,0
0.75,RANDOM,25043006,4,3.659669737454523e-05,0.5688288504727117,-4.633750126473511,-5.2025789769462225,0.0,0.0,1.1242705485731681e-05,9.149174343636307e-06,0
0.75,RANDOM,25043007,4,1.4232979196819967e-29,0.5713713895961581,-4.631207587350064,-5.2025789769462225,0.0,0.0,0.0,3.558244799204992e-30,0
0.75,RANDOM,25043008,4,1.2619118473704792e-05,1.4871558473339812,-3.7154231296122413,-5.2025789769462225,0.0,0.0,4.500314141506494e-06,3.154779618426198e-06,0
0.75,RANDOM,25043009,4,3.6596697374530986e-05,0.5816315869463642,-4.620947389999858,-5.2025789769462225,0.0,0.0,1.1242705485633271e-05,9.149174343632747e-06,0
0.75,RANDOM,25043010,4,0.002684044814019353,0.8861461260076329,-4.31643285093859,-5.2025789769462225,0.0,0.0,0.0016968209998277388,0.0006710112035048382,0
0.75,RANDOM,25043011,4,0.0027049281886364846,2.065969488866549,-3.1366094880796735,-5.2025789769462225,0.0,0.0,0.0010606801899730102,0.0006762320471591211,1
0.75,REAL,,8,0.9982024960051008,0.003779402945477628,-5.198799574000745,-5.2025789769462225,0.125,1.0,0.9999854432197623,0.1247753120006376,
0.75,CHEM_CISD,,8,0.9732107890822288,0.041819824186344334,-5.160759152759878,-5.2025789769462225,0.125,1.0,0.9900173931794412,0.1216513486352786,1
0.75,CHEM_EN2,,8,0.9982024960051008,0.003779402945477628,-5.198799574000745,-5.2025789769462225,0.125,1.0,0.9999854432197623,0.1247753120006376,8
0.75,RANDOM,25043000,8,0.9922648258598467,0.018466057781719947,-5.184112919164503,-5.2025789769462225,0.125,1.0,0.33809487064727684,0.12403310323248083,3
0.75,RANDOM,25043001,8,0.0016158532310525957,0.8882667557992292,-4.314312221146993,-5.2025789769462225,0.0,0.0,0.0007941619040810563,0.00020198165388157446,1
0.75,RANDOM,25043002,8,0.002208400347176764,1.3986616505253213,-3.803917326420901,-5.2025789769462225,0.0,0.0,0.0005243300651605504,0.0002760500433970955,1
0.75,RANDOM,25043003,8,0.019969691047856203,0.5807574866855365,-4.621821490260686,-5.2025789769462225,0.0,0.0,0.005092737896105481,0.0024962113809820254,3
0.75,RANDOM,25043004,8,0.016406855377833925,1.1544361366603981,-4.048142840285824,-5.2025789769462225,0.0,0.0,0.003918980563165796,0.0020508569222292407,1
0.75,RANDOM,25043005,8,0.003447291304903651,1.3835682742810849,-3.8190107026651376,-5.2025789769462225,0.0,0.0,0.0008989088431659424,0.00043091141311295635,2
0.75,RANDOM,25043006,8,0.9895599168318565,0.02455022123548023,-5.178028755710742,-5.2025789769462225,0.125,1.0,0.3337168772028678,0.12369498960398206,2
0.75,RANDOM,25043007,8,1.388262684890863e-06,0.5713358400652426,-4.63124313688098,-5.2025789769462225,0.0,0.0,3.2947639131161203e-07,1.7353283561135787e-07,0
0.75,RANDOM,25043008,8,0.0013450434595401902,0.8904327095299038,-4.312146267416319,-5.2025789769462225,0.0,0.0,0.00032887724291747757,0.00016813043244252377,2
0.75,RANDOM,25043009,8,0.0005532800649869469,0.5807424772290641,-4.621836499717158,-5.2025789769462225,0.0,0.0,0.00013384091573572667,6.916000812336836e-05,1
0.75,RANDOM,25043010,8,0.004900956973554017,0.8702797314480506,-4.332299245498172,-5.2025789769462225,0.0,0.0,0.002196050238679144,0.0006126196216942521,2
0.75,RANDOM,25043011,8,0.00327057981588269,1.9080923056897592,-3.2944866712564633,-5.2025789769462225,0.0,0.0,0.001203085828185331,0.00040882247698533625,1
0.75,REAL,,12,0.9998744602061064,0.0003652172858057412,-5.202213759660417,-5.2025789769462225,0.08333333333333333,1.0,0.9999906449429804,0.0833228716838422,
0.75,CHEM_CISD,,12,0.9896162753580241,0.02416467709460335,-5.178414299851619,-5.2025789769462225,0.08333333333333333,1.0,0.9930789671560061,0.082468022946502,3
