development_gene,development_entrez_ids,gpl570_status,matched_entrez_ids,gse236233_present_all9,eligible_v44
AKT1S1,84335,EXACT_SYMBOL,84335,1,1
AKT2,208,EXACT_SYMBOL,208,1,1
AKT3,10000,EXACT_SYMBOL,10000,1,1
AKTIP,64400,EXACT_SYMBOL,64400,1,1
ALAD,210,EXACT_SYMBOL,210,1,1
ALAS1,211,EXACT_SYMBOL,211,1,1
ALAS2,212,EXACT_SYMBOL,212,1,1
ALB,213,EXACT_SYMBOL,213,1,1
ALCAM,214,EXACT_SYMBOL,214,1,1
ALDH16A1,126133,EXACT_SYMBOL,126133,1,1
ALDH18A1,5832,EXACT_SYMBOL,5832,1,1
ALDH1A1,216,EXACT_SYMBOL,216,1,1
ALDH1A2,8854,EXACT_SYMBOL,8854,1,1
ALDH1A3,220,EXACT_SYMBOL,220,1,1
ALDH1B1,219,EXACT_SYMBOL,219,1,1
ALDH1L1,10840,EXACT_SYMBOL,10840,1,1
ALDH1L2,160428,EXACT_SYMBOL,160428,1,1
ALDH2,217,EXACT_SYMBOL,217,1,1
ALDH3A1,218,EXACT_SYMBOL,218,1,1
ALDH3A2,224,EXACT_SYMBOL,224,1,1
ALDH3B1,221,EXACT_SYMBOL,221,1,1
ALDH3B2,222,EXACT_SYMBOL,222,1,1
ALDH4A1,8659,EXACT_SYMBOL,8659,1,1
ALDH5A1,7915,EXACT_SYMBOL,7915,1,1
ALDH6A1,4329,EXACT_SYMBOL,4329,1,1
ALDH7A1,501,EXACT_SYMBOL,501,1,1
ALDH8A1,64577,EXACT_SYMBOL,64577,1,1
ALDH9A1,223,EXACT_SYMBOL,223,1,1
ALDOA,226,EXACT_SYMBOL,226,1,1
ALDOB,229,EXACT_SYMBOL,229,1,1
ALDOC,230,EXACT_SYMBOL,230,1,1
ALG1,56052,EXACT_SYMBOL,56052,1,1
ALG10,84920,EXACT_SYMBOL,84920,1,1
ALG10B,144245,EXACT_SYMBOL,144245,1,1
ALG11,440138,EXACT_SYMBOL,440138,1,1
ALG12,79087,EXACT_SYMBOL,79087,1,1
ALG13,55849|79868,EXACT_SYMBOL,79868,1,1
ALG14,199857,EXACT_SYMBOL,199857,1,1
ALG1L,200810,UNRESOLVED,,1,0
ALG2,85365,EXACT_SYMBOL,85365,1,1
ALG3,10195,EXACT_SYMBOL,10195,1,1
ALG5,29880,EXACT_SYMBOL,29880,1,1
ALG6,29929,EXACT_SYMBOL,29929,1,1
ALG8,79053,EXACT_SYMBOL,79053,1,1
ALG9,79796,EXACT_SYMBOL,79796,1,1
ALK,238,EXACT_SYMBOL,238,1,1
ALKBH1,8846,EXACT_SYMBOL,8846,1,1
ALKBH2,121642,EXACT_SYMBOL,121642,1,1
ALKBH3,221120,EXACT_SYMBOL,221120,1,1
ALKBH4,54784,EXACT_SYMBOL,54784,1,1
ALKBH5,54890,EXACT_SYMBOL,54890,1,1
ALKBH6,84964,EXACT_SYMBOL,84964,1,1
ALKBH7,84266,EXACT_SYMBOL,84266,1,1
ALKBH8,91801,EXACT_SYMBOL,91801,1,1
ALLC,55821,EXACT_SYMBOL,55821,1,1
ALMS1,7840,EXACT_SYMBOL,7840,1,1
ALMS1P,200420,EXACT_SYMBOL,200420,0,0
ALOX12,239,EXACT_SYMBOL,239,1,1
ALOX12B,242,EXACT_SYMBOL,242,1,1
ALOX12P2,245,EXACT_SYMBOL,245,0,0
ALOX15,246,EXACT_SYMBOL,246,1,1
ALOX15B,247,EXACT_SYMBOL,247,1,1
ALOX5,240,EXACT_SYMBOL,240,1,1
ALOX5AP,241,EXACT_SYMBOL,241,1,1
ALOXE3,59344,EXACT_SYMBOL,59344,1,1
ALPI,248,EXACT_SYMBOL,248,1,1
ALPK1,80216,EXACT_SYMBOL,80216,1,1
ALPK2,115701,EXACT_SYMBOL,115701,1,1
ALPK3,57538,EXACT_SYMBOL,57538,1,1
ALPL,249,EXACT_SYMBOL,249,1,1
ALPP,250,EXACT_SYMBOL,250,1,1
ALPPL2,251,EXACT_SYMBOL,251,0,0
ALS2,57679,EXACT_SYMBOL,57679,1,1
ALS2CL,259173,EXACT_SYMBOL,259173,1,1
ALS2CR11,151254,EXACT_SYMBOL,151254,0,0
ALS2CR12,130540,EXACT_SYMBOL,130540,1,1
ALS2CR14,65068,UNRESOLVED,,0,0
ALS2CR16,130029,UNRESOLVED,,0,0
ALS2CR4,65062,ENTREZ_ID_MATCH,65062,0,0
ALS2CR8,79800,ENTREZ_ID_MATCH,79800,0,0
ALX1,8092,EXACT_SYMBOL,8092,1,1
ALX3,257,EXACT_SYMBOL,257,1,1
ALX4,60529,EXACT_SYMBOL,60529,1,1
AMAC1,146861,ENTREZ_ID_MATCH,146861,0,0
AMAC1L1,646000,ENTREZ_ID_MATCH,646000,0,0
AMAC1L2,83650,ENTREZ_ID_MATCH,83650,0,0
AMAC1L3,643664,UNRESOLVED,,0,0
AMACR,23600,EXACT_SYMBOL,23600,1,1
AMBN,258,EXACT_SYMBOL,258,1,1
AMBP,259,EXACT_SYMBOL,259,1,1
AMBRA1,55626,EXACT_SYMBOL,55626,1,1
AMD1,262,EXACT_SYMBOL,262,1,1
AMDHD1,144193,EXACT_SYMBOL,144193,1,1
AMDHD2,51005,EXACT_SYMBOL,51005,1,1
AMELX,265,EXACT_SYMBOL,265,1,1
AMELY,266,EXACT_SYMBOL,266,1,1
AMFR,267,EXACT_SYMBOL,267,1,1
AMH,268,EXACT_SYMBOL,268,1,1
AMHR2,269,EXACT_SYMBOL,269,1,1
AMICA1,120425,EXACT_SYMBOL,120425,0,0
AMIGO1,57463,EXACT_SYMBOL,57463,1,1
AMIGO2,347902,EXACT_SYMBOL,347902,1,1
AMIGO3,386724,EXACT_SYMBOL,386724,1,1
AMMECR1,9949,EXACT_SYMBOL,9949,1,1
AMMECR1L,83607,EXACT_SYMBOL,83607,1,1
AMN,81693,EXACT_SYMBOL,81693,1,1
AMN1,196394,EXACT_SYMBOL,196394,1,1
AMOT,154796,EXACT_SYMBOL,154796,1,1
AMOTL1,154810,EXACT_SYMBOL,154810,1,1
AMOTL2,51421,EXACT_SYMBOL,51421,1,1
AMPD1,270,EXACT_SYMBOL,270,1,1
AMPD2,271,EXACT_SYMBOL,271,1,1
AMPD3,272,EXACT_SYMBOL,272,1,1
AMPH,273,EXACT_SYMBOL,273,1,1
AMT,275,EXACT_SYMBOL,275,1,1
AMTN,401138,UNRESOLVED,,1,0
AMY1A,276,EXACT_SYMBOL,276,1,1
AMY1B,277,EXACT_SYMBOL,277,1,1
AMY1C,278,EXACT_SYMBOL,278,1,1
AMY2A,279,EXACT_SYMBOL,279,1,1
AMY2B,280,EXACT_SYMBOL,280,1,1
AMZ1,155185,EXACT_SYMBOL,155185,1,1
AMZ2,51321,EXACT_SYMBOL,51321,1,1
ANAPC1,64682,EXACT_SYMBOL,64682,1,1
ANAPC10,10393,EXACT_SYMBOL,10393,1,1
ANAPC11,51529,EXACT_SYMBOL,51529,1,1
ANAPC13,25847,EXACT_SYMBOL,25847,1,1
ANAPC2,29882,EXACT_SYMBOL,29882,1,1
ANAPC4,29945,EXACT_SYMBOL,29945,1,1
ANAPC5,51433,EXACT_SYMBOL,51433,1,1
ANAPC7,51434,EXACT_SYMBOL,51434,1,1
ANG,283,EXACT_SYMBOL,283,1,1
ANGEL1,23357,EXACT_SYMBOL,23357,1,1
ANGEL2,90806,EXACT_SYMBOL,90806,1,1
ANGPT1,284,EXACT_SYMBOL,284,1,1
ANGPT2,285,EXACT_SYMBOL,285,1,1
ANGPT4,51378,EXACT_SYMBOL,51378,1,1
ANGPTL1,9068,EXACT_SYMBOL,9068,1,1
ANGPTL2,23452,EXACT_SYMBOL,23452,1,1
ANGPTL3,27329,EXACT_SYMBOL,27329,1,1
ANGPTL4,51129,EXACT_SYMBOL,51129,1,1
ANGPTL5,253935,UNRESOLVED,,1,0
ANGPTL6,83854,EXACT_SYMBOL,83854,1,1
ANGPTL7,10218,EXACT_SYMBOL,10218,1,1
ANK1,286,EXACT_SYMBOL,286,1,1
ANK2,287,EXACT_SYMBOL,287,1,1
ANK3,288,EXACT_SYMBOL,288,1,1
ANKAR,150709,EXACT_SYMBOL,150709,1,1
ANKDD1A,348094,EXACT_SYMBOL,348094,1,1
ANKFN1,162282,EXACT_SYMBOL,162282,1,1
ANKFY1,51479,EXACT_SYMBOL,51479,1,1
ANKH,56172,EXACT_SYMBOL,56172,1,1
ANKHD1,54882,EXACT_SYMBOL,54882,1,1
ANKHD1-EIF4EBP3,404734,EXACT_SYMBOL,404734,1,1
ANKIB1,54467,EXACT_SYMBOL,54467,1,1
ANKK1,255239,UNRESOLVED,,1,0
ANKLE1,126549,EXACT_SYMBOL,126549,1,1
ANKLE2,23141,EXACT_SYMBOL,23141,1,1
ANKMY1,51281,EXACT_SYMBOL,51281,1,1
ANKMY2,57037,EXACT_SYMBOL,57037,1,1
ANKRA2,57763,EXACT_SYMBOL,57763,1,1
ANKRD1,27063,EXACT_SYMBOL,27063,1,1
ANKRD10,55608,EXACT_SYMBOL,55608,1,1
ANKRD11,29123,EXACT_SYMBOL,29123,1,1
ANKRD12,23253,EXACT_SYMBOL,23253,1,1
ANKRD13A,88455,EXACT_SYMBOL,88455,1,1
ANKRD13B,124930,EXACT_SYMBOL,124930,1,1
ANKRD13C,81573,EXACT_SYMBOL,81573,1,1
ANKRD13D,338692,EXACT_SYMBOL,338692,1,1
ANKRD16,54522,EXACT_SYMBOL,54522,1,1
ANKRD17,26057,EXACT_SYMBOL,26057,1,1
ANKRD18A,253650,EXACT_SYMBOL,253650,1,1
ANKRD18B,441459,EXACT_SYMBOL,441459,1,1
ANKRD19,138649,ENTREZ_ID_MATCH,138649,0,0
ANKRD2,26287,EXACT_SYMBOL,26287,1,1
ANKRD20A1,84210,EXACT_SYMBOL,84210,1,1
ANKRD20A2,441430,EXACT_SYMBOL,441430,1,1
ANKRD20A3,441425,EXACT_SYMBOL,441425,1,1
ANKRD20A4,728747,EXACT_SYMBOL,728747,1,1
ANKRD20B,729171,ENTREZ_ID_MATCH,729171,0,0
ANKRD21,317754,UNRESOLVED,,0,0
ANKRD22,118932,EXACT_SYMBOL,118932,1,1
ANKRD23,200539,EXACT_SYMBOL,200539,1,1
ANKRD24,170961,EXACT_SYMBOL,170961,1,1
ANKRD26,22852,EXACT_SYMBOL,22852,1,1
ANKRD27,84079,EXACT_SYMBOL,84079,1,1
ANKRD28,23243,EXACT_SYMBOL,23243,1,1
ANKRD29,147463,EXACT_SYMBOL,147463,1,1
ANKRD30A,91074,EXACT_SYMBOL,91074,1,1
ANKRD30B,374860,EXACT_SYMBOL,374860,1,1
ANKRD31,256006,EXACT_SYMBOL,256006,1,1
ANKRD32,84250,EXACT_SYMBOL,84250,0,0
ANKRD33,341405,EXACT_SYMBOL,341405,1,1
ANKRD34A,284615,EXACT_SYMBOL,284615,1,1
ANKRD34B,340120,UNRESOLVED,,1,0
ANKRD34C,390616,EXACT_SYMBOL,390616,1,1
ANKRD35,148741,EXACT_SYMBOL,148741,1,1
ANKRD36,375248,EXACT_SYMBOL,375248,1,1
ANKRD36B,57730,EXACT_SYMBOL,57730,1,1
ANKRD37,353322,EXACT_SYMBOL,353322,1,1
ANKRD38,163782,ENTREZ_ID_MATCH,163782,0,0
ANKRD39,51239,EXACT_SYMBOL,51239,1,1
ANKRD40,91369,EXACT_SYMBOL,91369,1,1
ANKRD41,126549,ENTREZ_ID_MATCH,126549,0,0
ANKRD42,338699,UNRESOLVED,,1,0
ANKRD43,134548,ENTREZ_ID_MATCH,134548,0,0
ANKRD44,91526,EXACT_SYMBOL,91526,1,1
ANKRD45,339416,EXACT_SYMBOL,339416,1,1
ANKRD46,157567,EXACT_SYMBOL,157567,1,1
ANKRD47,256949,ENTREZ_ID_MATCH,256949,0,0
ANKRD49,54851,EXACT_SYMBOL,54851,1,1
ANKRD5,63926,ENTREZ_ID_MATCH,63926,0,0
ANKRD50,57182,EXACT_SYMBOL,57182,1,1
ANKRD52,283373,EXACT_SYMBOL,283373,1,1
ANKRD53,79998,EXACT_SYMBOL,79998,1,1
ANKRD54,129138,EXACT_SYMBOL,129138,1,1
ANKRD55,79722,EXACT_SYMBOL,79722,1,1
ANKRD56,345079,UNRESOLVED,,0,0
ANKRD57,65124,ENTREZ_ID_MATCH,65124,0,0
ANKRD58,347454,UNRESOLVED,,0,0
ANKRD6,22881,EXACT_SYMBOL,22881,1,1
ANKRD7,56311,EXACT_SYMBOL,56311,1,1
ANKRD9,122416,EXACT_SYMBOL,122416,1,1
ANKS1A,23294,EXACT_SYMBOL,23294,1,1
ANKS1B,56899,EXACT_SYMBOL,56899,1,1
ANKS3,124401,EXACT_SYMBOL,124401,1,1
ANKS4B,257629,EXACT_SYMBOL,257629,1,1
ANKS6,203286,EXACT_SYMBOL,203286,1,1
ANKZF1,55139,EXACT_SYMBOL,55139,1,1
ANLN,54443,EXACT_SYMBOL,54443,1,1
ANO1,55107,EXACT_SYMBOL,55107,1,1
ANO10,55129,EXACT_SYMBOL,55129,1,1
ANO2,57101,EXACT_SYMBOL,57101,1,1
ANO3,63982,EXACT_SYMBOL,63982,1,1
ANO4,121601,EXACT_SYMBOL,121601,1,1
ANO5,203859,EXACT_SYMBOL,203859,1,1
ANO6,196527,EXACT_SYMBOL,196527,1,1
ANO7,50636,EXACT_SYMBOL,50636,1,1
ANO8,57719,EXACT_SYMBOL,57719,1,1
ANO9,338440,EXACT_SYMBOL,338440,1,1
ANP32A,8125,EXACT_SYMBOL,8125,1,1
ANP32B,10541,EXACT_SYMBOL,10541,1,1
ANP32C,23520,EXACT_SYMBOL,23520,0,0
ANP32D,23519,EXACT_SYMBOL,23519,1,1
ANP32E,81611,EXACT_SYMBOL,81611,1,1
ANPEP,290,EXACT_SYMBOL,290,1,1
ANRIL,100048912,ENTREZ_ID_MATCH,100048912,0,0
ANTXR1,84168,EXACT_SYMBOL,84168,1,1
ANTXR2,118429,EXACT_SYMBOL,118429,1,1
ANTXRL,195977,UNRESOLVED,,1,0
ANUBL1,93550,ENTREZ_ID_MATCH,93550,0,0
ANXA1,301,EXACT_SYMBOL,301,1,1
ANXA10,11199,EXACT_SYMBOL,11199,1,1
ANXA11,311,EXACT_SYMBOL,311,1,1
ANXA13,312,EXACT_SYMBOL,312,1,1
ANXA2,302,EXACT_SYMBOL,302,1,1
ANXA2P1,303,EXACT_SYMBOL,303,0,0
ANXA2P2,304,EXACT_SYMBOL,304,0,0
ANXA2P3,305,EXACT_SYMBOL,305,0,0
ANXA3,306,EXACT_SYMBOL,306,1,1
ANXA4,307,EXACT_SYMBOL,307,1,1
ANXA5,308,EXACT_SYMBOL,308,1,1
ANXA6,309,EXACT_SYMBOL,309,1,1
ANXA7,310,EXACT_SYMBOL,310,1,1
ANXA8,244|653145,EXACT_SYMBOL,653145,1,1
ANXA8L1,728113,EXACT_SYMBOL,728113,1,1
ANXA8L2,244,UNRESOLVED,,0,0
ANXA9,8416,EXACT_SYMBOL,8416,1,1
AOAH,313,EXACT_SYMBOL,313,1,1
AOC2,314,EXACT_SYMBOL,314,1,1
AOC3,8639,EXACT_SYMBOL,8639,1,1
AOF2,23028,ENTREZ_ID_MATCH,23028,0,0
AOX1,316,EXACT_SYMBOL,316,1,1
AOX2P,344454,EXACT_SYMBOL,344454,0,0
AP1B1,162,EXACT_SYMBOL,162,1,1
AP1G1,164,EXACT_SYMBOL,164,1,1
AP1G2,8906,EXACT_SYMBOL,8906,1,1
AP1GBP1,11276,ENTREZ_ID_MATCH,11276,0,0
AP1M1,8907,EXACT_SYMBOL,8907,1,1
AP1M2,10053,EXACT_SYMBOL,10053,1,1
AP1S1,1174,EXACT_SYMBOL,1174,1,1
AP1S2,8905,EXACT_SYMBOL,8905,1,1
AP1S3,130340,EXACT_SYMBOL,130340,1,1
AP2A1,160,EXACT_SYMBOL,160,1,1
AP2A2,161,EXACT_SYMBOL,161,1,1
AP2B1,163,EXACT_SYMBOL,163,1,1
AP2M1,1173,EXACT_SYMBOL,1173,1,1
AP2S1,1175,EXACT_SYMBOL,1175,1,1
AP3B1,8546,EXACT_SYMBOL,8546,1,1
AP3B2,8120,EXACT_SYMBOL,8120,1,1
AP3D1,8943,EXACT_SYMBOL,8943,1,1
AP3M1,26985,EXACT_SYMBOL,26985,1,1
AP3M2,10947,EXACT_SYMBOL,10947,1,1
AP3S1,1176,EXACT_SYMBOL,1176,1,1
AP3S2,10239,EXACT_SYMBOL,10239,1,1
AP4B1,10717,EXACT_SYMBOL,10717,1,1
AP4E1,23431,EXACT_SYMBOL,23431,1,1
AP4M1,9179,EXACT_SYMBOL,9179,1,1
AP4S1,11154,EXACT_SYMBOL,11154,1,1
APAF1,317,EXACT_SYMBOL,317,1,1
APBA1,320,EXACT_SYMBOL,320,1,1
APBA2,321,EXACT_SYMBOL,321,1,1
APBA2BP,63941,ENTREZ_ID_MATCH,63941,0,0
APBA3,9546,EXACT_SYMBOL,9546,1,1
APBB1,322,EXACT_SYMBOL,322,1,1
APBB1IP,54518,EXACT_SYMBOL,54518,1,1
APBB2,323,EXACT_SYMBOL,323,1,1
APBB3,10307,EXACT_SYMBOL,10307,1,1
APC,324,EXACT_SYMBOL,324,1,1
APC2,10297,EXACT_SYMBOL,10297,1,1
APCDD1,147495,EXACT_SYMBOL,147495,1,1
APCDD1L,164284,EXACT_SYMBOL,164284,1,1
APCS,325,EXACT_SYMBOL,325,1,1
APEG1,10290,ENTREZ_ID_MATCH,10290,0,0
APEH,327,EXACT_SYMBOL,327,1,1
APEX1,328,EXACT_SYMBOL,328,1,1
APEX2,27301,EXACT_SYMBOL,27301,1,1
APH1A,51107,EXACT_SYMBOL,51107,1,1
APH1B,83464,EXACT_SYMBOL,83464,1,1
API5,8539,EXACT_SYMBOL,8539,1,1
APIP,51074,EXACT_SYMBOL,51074,1,1
APITD1,378708,EXACT_SYMBOL,378708,0,0
APLF,200558,EXACT_SYMBOL,200558,1,1
APLN,8862,EXACT_SYMBOL,8862,1,1
APLNR,187,EXACT_SYMBOL,187,1,1
APLP1,333,EXACT_SYMBOL,333,1,1
APLP2,334,EXACT_SYMBOL,334,1,1
APM-1,201501,ENTREZ_ID_MATCH,201501,0,0
APOA1,335,EXACT_SYMBOL,335,1,1
APOA1BP,128240,EXACT_SYMBOL,128240,0,0
APOA2,336,EXACT_SYMBOL,336,1,1
APOA4,337,EXACT_SYMBOL,337,1,1
APOA5,116519,EXACT_SYMBOL,116519,1,1
APOB,338,EXACT_SYMBOL,338,1,1
APOB48R,55911,ENTREZ_ID_MATCH,55911,0,0
APOBEC1,339,EXACT_SYMBOL,339,1,1
APOBEC2,10930,EXACT_SYMBOL,10930,1,1
APOBEC3A,200315,EXACT_SYMBOL,200315,1,1
APOBEC3B,9582,EXACT_SYMBOL,9582,1,1
APOBEC3C,27350,EXACT_SYMBOL,27350,1,1
APOBEC3D,140564,EXACT_SYMBOL,140564,1,1
APOBEC3F,200316,EXACT_SYMBOL,200316,1,1
APOBEC3G,60489,EXACT_SYMBOL,60489,1,1
APOBEC3H,164668,UNRESOLVED,,1,0
APOBEC4,403314,EXACT_SYMBOL,403314,1,1
APOC1,341,EXACT_SYMBOL,341,1,1
APOC2,344,EXACT_SYMBOL,344,1,1
APOC3,345,EXACT_SYMBOL,345,1,1
APOC4,346,EXACT_SYMBOL,346,1,1
APOD,347,EXACT_SYMBOL,347,1,1
APOE,348,EXACT_SYMBOL,348,1,1
APOF,319,EXACT_SYMBOL,319,1,1
APOH,350,EXACT_SYMBOL,350,1,1
APOL1,8542,EXACT_SYMBOL,8542,1,1
APOL2,23780,EXACT_SYMBOL,23780,1,1
APOL3,80833,EXACT_SYMBOL,80833,1,1
APOL4,80832,EXACT_SYMBOL,80832,1,1
APOL5,80831,EXACT_SYMBOL,80831,1,1
APOL6,80830,EXACT_SYMBOL,80830,1,1
APOLD1,81575,EXACT_SYMBOL,81575,1,1
APOM,55937,EXACT_SYMBOL,55937,1,1
APOO,79135,EXACT_SYMBOL,79135,1,1
APOOL,139322,EXACT_SYMBOL,139322,1,1
APP,351,EXACT_SYMBOL,351,1,1
APPBP2,10513,EXACT_SYMBOL,10513,1,1
APPL1,26060,EXACT_SYMBOL,26060,1,1
APPL2,55198,EXACT_SYMBOL,55198,1,1
APRIN,23047,ENTREZ_ID_MATCH,23047,0,0
APRT,353,EXACT_SYMBOL,353,1,1
APTX,54840,EXACT_SYMBOL,54840,1,1
AQP1,358,EXACT_SYMBOL,358,1,1
AQP10,89872,EXACT_SYMBOL,89872,1,1
AQP11,282679,EXACT_SYMBOL,282679,1,1
AQP12A,375318,EXACT_SYMBOL,375318,1,1
AQP12B,653437,EXACT_SYMBOL,653437,1,1
AQP2,359,EXACT_SYMBOL,359,1,1
AQP3,360,EXACT_SYMBOL,360,1,1
AQP4,361,EXACT_SYMBOL,361,1,1
AQP5,362,EXACT_SYMBOL,362,1,1
AQP6,363,EXACT_SYMBOL,363,1,1
AQP7,364,EXACT_SYMBOL,364,1,1
AQP7P1,375719,UNRESOLVED,,0,0
AQP7P2,389756,UNRESOLVED,,0,0
AQP8,343,EXACT_SYMBOL,343,1,1
AQP9,366,EXACT_SYMBOL,366,1,1
AQR,9716,EXACT_SYMBOL,9716,1,1
AR,367,EXACT_SYMBOL,367,1,1
ARAF,369,EXACT_SYMBOL,369,1,1
ARAP1,116985,EXACT_SYMBOL,116985,1,1
ARAP2,116984,EXACT_SYMBOL,116984,1,1
ARAP3,64411,EXACT_SYMBOL,64411,1,1
ARC,23237,EXACT_SYMBOL,23237,1,1
ARCN1,372,EXACT_SYMBOL,372,1,1
ARD1A,8260,ENTREZ_ID_MATCH,8260,0,0
ARD1B,84779,ENTREZ_ID_MATCH,84779,0,0
AREG,374,EXACT_SYMBOL,374,1,1
AREGB,727738,UNRESOLVED,,0,0
ARF1,375,EXACT_SYMBOL,375,1,1
ARF3,377,EXACT_SYMBOL,377,1,1
ARF4,378,EXACT_SYMBOL,378,1,1
ARF5,381,EXACT_SYMBOL,381,1,1
ARF6,382,EXACT_SYMBOL,382,1,1
ARFGAP1,55738,EXACT_SYMBOL,55738,1,1
ARFGAP2,84364,EXACT_SYMBOL,84364,1,1
ARFGAP3,26286,EXACT_SYMBOL,26286,1,1
ARFGEF1,10565,EXACT_SYMBOL,10565,1,1
ARFGEF2,10564,EXACT_SYMBOL,10564,1,1
ARFIP1,27236,EXACT_SYMBOL,27236,1,1
ARFIP2,23647,EXACT_SYMBOL,23647,1,1
ARFRP1,10139,EXACT_SYMBOL,10139,1,1
ARG1,383,EXACT_SYMBOL,383,1,1
ARG2,384,EXACT_SYMBOL,384,1,1
ARG99,83857,ENTREZ_ID_MATCH,83857,0,0
ARGFX,503582,UNRESOLVED,,1,0
ARGFXP2,503640,UNRESOLVED,,0,0
ARGLU1,55082,EXACT_SYMBOL,55082,1,1
ARHGAP1,392,EXACT_SYMBOL,392,1,1
ARHGAP10,79658,EXACT_SYMBOL,79658,1,1
ARHGAP11A,9824,EXACT_SYMBOL,9824,1,1
ARHGAP11B,89839,EXACT_SYMBOL,89839,1,1
ARHGAP12,94134,EXACT_SYMBOL,94134,1,1
ARHGAP15,55843,EXACT_SYMBOL,55843,1,1
ARHGAP17,55114,EXACT_SYMBOL,55114,1,1
ARHGAP18,93663,EXACT_SYMBOL,93663,1,1
ARHGAP19,84986,EXACT_SYMBOL,84986,1,1
ARHGAP20,57569,EXACT_SYMBOL,57569,1,1
ARHGAP21,57584,EXACT_SYMBOL,57584,1,1
ARHGAP22,58504,EXACT_SYMBOL,58504,1,1
ARHGAP23,57636,EXACT_SYMBOL,57636,1,1
ARHGAP24,83478,EXACT_SYMBOL,83478,1,1
ARHGAP25,9938,EXACT_SYMBOL,9938,1,1
ARHGAP26,23092,EXACT_SYMBOL,23092,1,1
ARHGAP27,201176,EXACT_SYMBOL,201176,1,1
ARHGAP28,79822,EXACT_SYMBOL,79822,1,1
ARHGAP29,9411,EXACT_SYMBOL,9411,1,1
ARHGAP30,257106,EXACT_SYMBOL,257106,1,1
ARHGAP4,393,EXACT_SYMBOL,393,1,1
ARHGAP5,394,EXACT_SYMBOL,394,1,1
ARHGAP6,395,EXACT_SYMBOL,395,1,1
ARHGAP8,23779,EXACT_SYMBOL,23779,1,1
ARHGAP9,64333,EXACT_SYMBOL,64333,1,1
ARHGDIA,396,EXACT_SYMBOL,396,1,1
ARHGDIB,397,EXACT_SYMBOL,397,1,1
ARHGDIG,398,EXACT_SYMBOL,398,1,1
ARHGEF1,9138,EXACT_SYMBOL,9138,1,1
ARHGEF10,9639,EXACT_SYMBOL,9639,1,1
ARHGEF10L,55160,EXACT_SYMBOL,55160,1,1
ARHGEF11,9826,EXACT_SYMBOL,9826,1,1
ARHGEF12,23365,EXACT_SYMBOL,23365,1,1
ARHGEF15,22899,EXACT_SYMBOL,22899,1,1
ARHGEF16,27237,EXACT_SYMBOL,27237,1,1
ARHGEF17,9828,EXACT_SYMBOL,9828,1,1
ARHGEF18,23370,EXACT_SYMBOL,23370,1,1
ARHGEF19,128272,EXACT_SYMBOL,128272,1,1
ARHGEF2,9181,EXACT_SYMBOL,9181,1,1
ARHGEF3,50650,EXACT_SYMBOL,50650,1,1
ARHGEF4,50649,EXACT_SYMBOL,50649,1,1
ARHGEF5,7984,EXACT_SYMBOL,7984,1,1
ARHGEF5L,445328,UNRESOLVED,,0,0
ARHGEF6,9459,EXACT_SYMBOL,9459,1,1
ARHGEF7,8874,EXACT_SYMBOL,8874,1,1
ARHGEF9,23229,EXACT_SYMBOL,23229,1,1
ARID1A,8289,EXACT_SYMBOL,8289,1,1
ARID1B,57492,EXACT_SYMBOL,57492,1,1
ARID2,196528,EXACT_SYMBOL,196528,1,1
ARID3A,1820,EXACT_SYMBOL,1820,1,1
ARID3B,10620,EXACT_SYMBOL,10620,1,1
ARID3C,138715,UNRESOLVED,,1,0
ARID4A,5926,EXACT_SYMBOL,5926,1,1
ARID4B,51742,EXACT_SYMBOL,51742,1,1
ARID5A,10865,EXACT_SYMBOL,10865,1,1
ARID5B,84159,EXACT_SYMBOL,84159,1,1
ARIH1,25820,EXACT_SYMBOL,25820,1,1
ARIH2,10425,EXACT_SYMBOL,10425,1,1
ARL1,400,EXACT_SYMBOL,400,1,1
ARL10,285598,EXACT_SYMBOL,285598,1,1
ARL11,115761,EXACT_SYMBOL,115761,1,1
ARL13A,392509,UNRESOLVED,,1,0
ARL13B,200894,EXACT_SYMBOL,200894,1,1
ARL14,80117,EXACT_SYMBOL,80117,1,1
ARL15,54622,EXACT_SYMBOL,54622,1,1
ARL16,339231,EXACT_SYMBOL,339231,1,1
ARL17B,641522,EXACT_SYMBOL,,1,1
ARL17P1,51326,ENTREZ_ID_MATCH,51326,0,0
ARL2,402,EXACT_SYMBOL,402,1,1
ARL2BP,23568,EXACT_SYMBOL,23568,1,1
ARL3,403,EXACT_SYMBOL,403,1,1
ARL4A,10124,EXACT_SYMBOL,10124,1,1
ARL4C,10123,EXACT_SYMBOL,10123,1,1
ARL4D,379,EXACT_SYMBOL,379,1,1
ARL5A,26225,EXACT_SYMBOL,26225,1,1
ARL5B,221079,EXACT_SYMBOL,221079,1,1
ARL5C,390790,EXACT_SYMBOL,390790,1,1
ARL6,84100,EXACT_SYMBOL,84100,1,1
ARL6IP1,23204,EXACT_SYMBOL,23204,1,1
ARL6IP4,51329,EXACT_SYMBOL,51329,1,1
ARL6IP5,10550,EXACT_SYMBOL,10550,1,1
ARL6IP6,151188,EXACT_SYMBOL,151188,1,1
ARL8A,127829,EXACT_SYMBOL,127829,1,1
ARL8B,55207,EXACT_SYMBOL,55207,1,1
ARL9,132946,EXACT_SYMBOL,132946,1,1
ARMC1,55156,EXACT_SYMBOL,55156,1,1
