gene	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
HLA-DQA1	0.07875364578788724	-0.03165609372027535	0.010882886021467503	0.003453946445978622	0.010582972604943562	-0.009325990764880195	0.09480784721485114	0.004178797133175662	-0.04193387052399019	-0.01606652468244003	0.014806234287257894	-0.027776674734022646	-0.09869807215713731	-0.06545646204061725	-0.13970860255867112	0.0653032250076487
SPOCK2	0.0888596823577235	-0.043727081875809946	0.0146601856645002	0.025325827851990397	0.034249481862792405	-0.05307171973581613	-0.06911942643889805	0.020827940253976183	0.005763957315030431	0.040375986797007435	-0.05650872475241467	0.05572617115655742	-0.027429087933428964	-0.030316439691046155	0.009556117062137893	0.046547283454377766
CEACAM6	-0.07264450867350078	-0.09203412484928017	0.0189392295552271	0.08359265504653465	-0.027787048763640288	-0.062463557155846575	0.05449847142167048	-0.0029624205183944297	0.041419779948391446	-0.0013588924528002947	-0.0370904469431396	-0.006126747881042989	-0.04120546893198125	-0.03029755731198201	0.008791955915425483	0.0005582325356105655
MMP9	-0.07902207951873119	-0.03443969314377384	0.04269190854761032	0.09602430654312281	0.0031822397334759314	-0.0036514240460437087	-0.013196848408661968	-0.02557100764606369	-0.062239177186749525	0.016851866571888106	0.024181185604001607	0.00797923579116083	0.11451188621384649	-0.042708854019346106	-0.00200826547902302	-0.03297715751494405
LEF1	0.08385217458844234	-0.0512697820412065	-0.03182890369317531	-0.009462679457635523	-0.004610687122601341	-0.03569286829693429	-0.06325395622905007	0.0642298656134111	-0.018818658943464534	0.08111992963721143	-0.001122940909347492	0.06427203965980853	-0.05439621863725142	-0.061863765417576065	0.060159747393090136	0.0930621688723826
KLRF1	0.08069060910434028	-0.08556017957545274	-0.023613349623826194	-0.0069213340126314405	-0.0005613956595039501	-0.009832310546212983	-0.013391249440396808	0.05379030364453179	-0.055134986430974066	-0.08525182334132073	-0.032492476889739906	0.011175683886221522	0.03650801223770534	0.038627938484390875	-0.062019946836333016	0.02900099791865483
NRGN	0.07181542364783426	0.03175247666294738	-0.05116595283777854	0.10758951319873274	-0.04903515546331651	-0.02933025538015993	0.032254916260334825	-0.1292347886593113	-0.04788261048234052	-0.015902305644007103	0.04867408299790352	0.016494348604771687	-0.025357480083585366	0.015055274642483454	0.010196420345245245	-0.0036604835184487453
RETN	-0.07366211022704651	-0.09521829310923287	0.041382263053250636	0.05395976556673474	0.0010366775118734687	-0.05318931172378436	-0.00796734112335872	-0.004582036012215604	-0.03277605707435399	0.0505538566918661	-0.02810122938675486	0.02943347313181292	0.04266940774451189	-0.0011704587784183216	-0.001155820712101157	-0.014464832769444038
SH3BGRL2	0.06784881205174148	0.05008134924593861	-0.07129817064792443	0.09570845349092837	-0.07803825522735326	-0.011303343596961241	0.0032166150932910983	-0.09318724395325523	-0.03681490991395414	0.008344608482647706	0.014960896623187848	0.031518204944991635	-0.037184056602649805	0.05153764565530336	-0.017354130611957605	-0.008053904800300098
GSTM1	-0.009666740466285146	0.0008387510708608365	0.0029678074692000133	-0.017054203315835403	0.0048249287963815155	-0.05272121311104716	-0.009096457033864516	-0.007802239523878511	-0.12054606800784562	-0.04248924456269483	-0.020398931579964707	-0.041142647698988184	0.004065559599838045	-0.08980012666008948	0.04349671960002154	-0.18124799965997546
CEBPE	-0.0843227271847717	-0.08184294712405406	-0.02178735945099915	0.026418475275097417	-0.015213813117659934	-0.016755503935874695	-0.033398042367588955	0.00406481917011631	0.03608299357002305	0.029540640117274617	-0.005761656119114774	0.05493643043926804	0.0450978088642134	-0.07287498321494583	-0.023292613780042062	0.005658024403692483
CD19	0.07620795007129014	-0.06225799568189707	-0.010237850906255388	0.008253691092590488	-0.027441480298809634	0.018624690143370197	-0.028400428184991153	0.055632076885145834	-0.10201894256250775	0.012197869502864691	-0.07139254156735969	-0.02502769721346219	-0.07185722535117436	0.05001171913834509	-0.050122314735887324	0.12446459114473685
IL1B	0.06146725248402375	0.014129082381717062	0.04782381716291647	-0.034702124033863135	0.03229182815869142	0.020308570076129597	0.09437258668404713	0.03955438790760814	-0.027316517672748578	-0.04290904493792079	0.1723691645369547	0.04651032294983054	0.06973350401515961	-0.19829500673983622	0.08984528284180986	-0.029333841452427418
CD2	0.08294205759135674	-0.07934664403129284	-0.03951622906608873	0.0020022632607298537	0.008725956482471701	0.007056522947256971	-0.07290575537843436	0.03676674520544099	0.005794212203788101	0.03417274427997633	-0.01752151401119854	0.0648555237278372	0.03183975522936583	-0.0677302977845692	-0.01859044589241093	-0.00460758779165972
SLC45A3	0.02329468959538842	-0.040519427881126995	-0.12613293139221907	0.09425801588030479	-0.11312853271797178	-0.02895670716734993	0.06263699882092538	0.13841022313608398	0.0950191945878192	0.0009039552206125447	0.11396231009204248	-0.010568535809079713	-0.016383091077651592	0.010384901100073805	-0.0002967893526657604	-0.05045942680532694
TNFAIP3	0.0643185688301885	0.03371732316236199	0.11902817178454601	0.04336043915520422	0.031341955933914784	-0.03767964734390356	-0.02406786034796216	0.0812473605901115	-0.08847840603579045	-0.08660913351340187	0.017354882803759436	-0.021237095591805324	-0.03186469259376748	-0.027366348468318872	0.1344211451582483	0.018783457881431112
