null_rep	AC_spectrum_cosine	AC_distance_w1	BC_spectrum_cosine	BC_distance_w1
336	0.5907842212445973	0.18984592365655986	0.5409474896291432	0.1563301603561823
337	0.6078362676573447	0.19965777085071224	0.559974167376152	0.16614203175345224
338	0.5929217294050855	0.1906848176065362	0.5427434466820559	0.1571677695821423
339	0.6046494503428105	0.18445222640175546	0.5556396178628358	0.1509360142532652
340	0.5893616146191815	0.18682690072272662	0.5389289215590685	0.15331262327747752
341	0.6088046235469895	0.17891674551163556	0.558418331757437	0.14540029400945811
342	0.5949988747451035	0.18547962554002628	0.5455337247556853	0.15196318135637382
343	0.59026222256034	0.18154459091386227	0.5415519698252536	0.14802866901555134
344	0.5935658156684022	0.18775448828955907	0.5432187807203454	0.154231503824549
345	0.6002923972376604	0.19548992361738193	0.5508746065606663	0.16197247873843298
346	0.5880613239889159	0.18160933684466576	0.5374747045475006	0.14808516141188968
347	0.592952003910778	0.195388900552794	0.5426361377468721	0.1618731746175308
348	0.606685823648233	0.18111555560836343	0.5566846504235714	0.14758865122247738
349	0.5917601255681666	0.18995386687356483	0.5422073988577492	0.15643015032664348
350	0.5929258668437383	0.18354016571343978	0.5424447356094738	0.15002400686069303
351	0.6081688306963354	0.1906844809521522	0.5584753354471858	0.15716879558085786
352	0.6022838540445041	0.18219333233268953	0.5522087135167641	0.14867763115940252
353	0.6006343289664093	0.18935340297660616	0.5511399961198414	0.15583749500968788
354	0.6058092608498169	0.17546592237890593	0.555894965015754	0.14194560061705358
355	0.5966096753898178	0.18779210234196875	0.5468529662343057	0.1542770018538568
356	0.5978297289485953	0.1823979925813787	0.5477600771397338	0.14888043590456174
357	0.5995036094595848	0.18884020257907963	0.5496063679887336	0.15532538675877613
358	0.6082950975948569	0.19177392839938345	0.5588252476529674	0.15825827676881055
359	0.604428414428633	0.1863587868315924	0.553901491605842	0.15284278388206413
360	0.5990076537610989	0.17899058600257223	0.5485668305867168	0.14547214189092494
361	0.6102128572087504	0.18069593428137148	0.5606957482593625	0.14717906945015308
362	0.6047448346784526	0.19413183086435573	0.555015239962668	0.16061224717468703
