resample,n_samples,n_gcb,n_abc,overlap_fraction_with_frozen16,panel,null_panel,coupling_mean,coupling_median,coupling_max,topP_abs_fraction
376,280,146,134,0.125,HBA2///HBA1|HBB|MMP13|MAGEB2|LOC283454///HRK|CILP|EYA2|PPBP|MYH1|ITIH3|WISP2|C4orf22|MYOT|SFTA2|EPHB1|TCL1A,TREM1|MAGEA6|EPHB1|IGK///IGKC|ORM2///ORM1|EIF1AY|MAGEA4|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|PNMAL1|LOC283454///HRK|SFRP2|SAA2-SAA4///SAA2///SAA1|KCNK12|EPYC|SYT14|LINC01619,0.05828823506486763,0.057602758526347386,0.11190244723197033,0.3845967152081569
377,280,146,134,0.25,NLRP7|C16orf74|RNF183|MMP20|TCL1A|UMODL1|DNAH8|LVRN|PNMAL1|MUC16|PCSK1|LOC100509457///HLA-DQA1|ITIH3|PLPP2|FCER2|CPXM1,ICOS|TRPM4|SUGCT|HLF|MAGEB2|CHIT1|NCKAP5|OLFM4|CXCL14|ELOVL7|HTR2B|TRIM59///IFT80|HLA-DQB1|RSPH1|RPS4Y1|C1QA,0.058244209224747406,0.05649657309688448,0.10736990359760532,0.38623990274133674
378,280,146,134,0.25,MYOT|DNER|TNFRSF17|C4orf22|LIN28B|JCHAIN|LOC283454///HRK|ASB5|LRRN1|ZIC2|UMODL1|LOC101928173|LINC00525|LINC01021|MUC16|RNF183,LOC100505878|LILRA3|GOLIM4|LOC100506405|NMU|TRIM59///IFT80|IGSF11|ADIPOQ|TXLNGY|SOX8|FCRL4|GTSF1|ABCG5|PRAME|BIK|IGLJ3///CKAP2,0.058338154264523254,0.05602863141653341,0.0967345124340563,0.39995404681962743
379,280,146,134,0.3125,UMODL1|RGS13|PROK2|LOC613266|CCL17|RNF183|DNER|SYT17|TCL1A|PRAME|MMP1|CETP|MMP13|LOC101929272|MMP12|NOL4,TNFRSF17|LOC100130744|LOC101929272|LILRA4|LOC440864///MSH6|ASPN|MFAP4|ASMT|S100A8|SACS-AS1|FAM129C|ZNF883|LINC01021|VPREB3|AICDA|COL1A2,0.05826814457896659,0.05668993079321551,0.11404981843813536,0.3982344223997888
380,280,146,134,0.1875,CAMP|CCL17|ZIC2|KLRC2///KLRC1|CILP|BIK|LOC105372840|LINC01619|IL12B|LOC283454///HRK|LOC100505878|PNMAL1|ASB5|MYOCD|TNFRSF17|UMODL1,OLFM4|ZIC2|LIN28B|ADIRF|HLF|PTPN20|ASZ1|KLRC2///KLRC1|NMU|ZYG11A|SYT17|HEPACAM2|KCCAT333|CXCL14|CLIP2|ORM1,0.058308599150091636,0.05703959803504438,0.10681355278973821,0.3850162741134835
381,280,146,134,0.1875,DNER|EYA2|AICDA|BTBD16|CCL21|EML6|GPM6A|SYT17|RASSF6|MYOT|LOC613266|RSPH1|KCNN3|CTAG2|ASZ1|MAGEA6///MAGEA3,ZNF385B|MAGEA4|FCRL4|KCNH8|P2RY12|TSPAN8|CD163|LOC642426|HTR3A|HLF|HIST1H3B|HLA-DQB1|SOX8|CYS1|PRAME|LINC01297,0.05828771584915098,0.056851889079247785,0.10213949268017483,0.3934133926427414
382,280,146,134,0.25,MLC1|KRT5|TCL1A|MYOT|PRAME|FAR2P3///FAR2P2|ABCG5|ZNF711|LOC283454///HRK|MMP20|IGK///IGKC|DNAH8|CPXM1|FAM30A|ZNF883|KCNN3,GOLIM4|PXDNL|AP3D1|SULF1|EPHA4|CTAG1A///CTAG1B|TFPI2|SFTA2|CLGN|C3orf67|CCL20|SMC3|INHBA|C15orf48|EPYC|NAP1L3,0.058252768932078425,0.05666936958909481,0.11536749566673764,0.4043221840944093
383,280,146,134,0.3125,HTR3A|LILRA3|DNAH8|SYT17|UBASH3A|TUBB2B|HEPACAM2|DAPL1|FCGR3B///FCGR3A|IGK///IGKC|MAGEA6|NLRP4|UMODL1|TCL1B|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|NPIPA5///NPIPB6///NPIPB8///NPIPB3,NOL4|RSPH1|ZYG11A|C4orf22|HLA-DQA1|LYPD6B|HK3|USP9Y|VPREB3|PMEPA1|LINC01297|SCARA5|LOC283454///HRK|HTR2B|PXDNL|CCL21,0.05821292054139919,0.056848649320708294,0.10685989569254226,0.4171220978455322
384,280,146,134,0.25,HTR3A|MYOT|MYOCD|TSPAN8|LOC101930114|KCCAT333|DAPL1|LOC105375172|MMP3|ZFY|LRRN1|MAGEA6///MAGEA3|IGK///IGKC|LOC613266|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|UMODL1,LOC101929141///CCDC144CP///CCDC144B///CCDC144A|SUGCT|LINC00877|SAA2-SAA4///SAA2///SAA1|KLRC2///KLRC1|TSPAN8|HEPACAM2|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MGST1|HBB|TNFRSF17|KRT5|NLRP7|IGSF11|ANKRD36BP2|CCL17,0.05831900091111614,0.056625278618791366,0.09755062238061714,0.3975793952000032
385,280,146,134,0.3125,ASZ1|MYOCD|MUC16|FAM30A|DNER|TCL1A|ZNF711|MMP13|LOC283454///HRK|DTX1|USP9Y|SYT17|KCCAT333|FCER2|H2AFB1///H2AFB2///H2AFB3|RPS4Y1,KRT6A|GPAT3|AICDA|MAGEB1|BIK|NME8|CILP|STXBP6|MYOCD|WFDC21P|LHX8|S100A8|FOSB|FCER2|LTF|INHBA,0.05835113866972798,0.05752565413367727,0.09903077549431498,0.41275382824641965
386,280,146,134,0.1875,RGS13|DNER|IGHV1-69|RPS4Y1|CILP|LOC100653057///CES1|NME8|TCL1B|USP9Y|HLF|COL11A1|NMU|LOC102724689|LINC00525|HMCN1|FCRL4,LCTL|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|C15orf48|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3|LYPD6B|MME|FCER2|SFRP4|MT1M|LOC105372840|XK|PDGFRL|IL22RA2|LGALS2|FAR2P3///FAR2P2|FSTL5,0.058252830075294484,0.0570802709820815,0.11313786924713301,0.3978770734667601
387,280,146,134,0.1875,UMODL1|PLPP2|BIK|NMU|MUC16|LOC105375172|FCER2|NME8|RASSF6|CHIT1|TCL1A|MAGEA12|PITX1|C3orf67|DNER|EYA2,LOC283454///HRK|BIK|LRP1B|C16orf74|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|TRPM4|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|INHBA|CTTNBP2|LINC01102|MAGEB1|LOC105375172|TPSB2|KLRC4|LOC101930114|FCGR3B///FCGR3A,0.058233257009828086,0.05600301227635211,0.11508218595260206,0.39374560303915057
388,280,146,134,0.125,UMODL1|HEPACAM2|BIK|EML6|CPXM1|NOL4|AICDA|PRAME|LILRA3|FCER2|ZNF711|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|BTBD16|FCAMR|SLN|LOC101929272,CRNDE|S100A8|SCARA5|H2AFB1///H2AFB2///H2AFB3|LILRA4|HAGLROS|SYT17|CTAG2|SFRP4|MAMDC4|LYPD6B|HIST1H3B|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MMP3|TSPAN8|ZIC2,0.05830849673103944,0.05716664699116343,0.10037709093185,0.40627252276191317
389,280,146,134,0.1875,HLF|PDZRN4|CENPV|LOC105372840|UGT2B17|COL11A1|RGS13|CCDC110|KCNK12|FAM167A-AS1|MMP20|RNF183|PLAC8|CCR10|FCER2|WISP2,LOC100509457///HLA-DQA1|LOC100130744|PXDNL|NMU|FCGR3B///FCGR3A|RPS4Y1|IGHV1-69|LILRA3|KCNN3|GPM6A|ASB5|LINC01102|KRT14|CXCL6|CCDC110|GTSF1,0.058306744718201645,0.058538424375900566,0.10690292068924619,0.393563435271264
390,280,146,134,0.1875,DAPL1|CAMP|RGS13|NOL4|EYA2|PXDNL|LOC105375172|UMODL1|TCL1A|LOC100134317///LOC284412|MUC16|MAGEB2|C4orf22|LIN28B|JCHAIN|NTS,SNX29P1///SNX29P2|FAM111B|LOC105372840|SYT17|PKHD1L1|EPYC|NMU|KRT6A|KCNN3|TCL1A|LOC101930067|LINC00877|DNAH8|FAR2P3///FAR2P2|GPAT2|EIF1AY,0.058275053867247656,0.05788336602556675,0.10636995863937097,0.40584218740669287
391,280,146,134,0.125,LOC101929141///CCDC144CP///CCDC144B///CCDC144A|COL11A1|HLF|SAXO2|NMU|GPM6A|C17orf99|MMP7|MAGEA12|DNER|PROK2|CD5L|NPY1R|LOC105369860|IGK///IGKC|IGLJ3///CKAP2,MMP12|ASZ1|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|STXBP6|P2RY12|SPINK2|IGK///IGKC|CPXM1|UHMK1|GPR158|UMODL1|LINC01279|SAXO2|LTF|LEP|LIN28B,0.05831593742797586,0.05842434072199043,0.11447611271108155,0.41042808775669626
392,280,146,134,0.4375,KCCAT333|MMP13|EPCAM|TCL1B|DNAH8|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|TCL1A|C17orf99|LOC283454///HRK|MMP20|BIK|UMODL1|EIF1AY|LOC105375172|AICDA|TRPM4,LOC100509457///HLA-DQA1|LEP|PPBP|EML6|MAMDC4|HK3|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|LGSN|FCRL4|RPS4Y1|MMP12|LINC01405|NLRP4|MAGEA9B///MAGEA9|FAR2P3///FAR2P2|KDM5D,0.05821610082917337,0.0559151982072839,0.11663923095911266,0.40744784215758556
393,280,146,134,0.125,KRT13|SPRR1B|LOC105375172|FAM30A|HLF|IGHD|LOC283454///HRK|UMODL1|MUC16|KRT14|LHX8|CD24|IL12B|SYT17|COL11A1|SLN,NPIPA5///NPIPB6///NPIPB8///NPIPB3|LOC613266|KRT6A|S100A8|AICDA|SPRR1B|IGK///IGKC|EYA2|TRPM4|AP3D1|PKHD1L1|MT1M|LINC01405|MGST1|PRAME|ACTA1,0.0582311038851164,0.0566378990072014,0.11545414502840351,0.4046956826037442
394,280,146,134,0.1875,DHRS9|KRT14|LOC283454///HRK|UMODL1|KRT6A|HTR3A|KCCAT333|FCAMR|KIAA0226L|C4orf22|ZIC2|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|TSIX|STEAP2|LOC102724689|SDR16C5,CTTNBP2|SERPINA9|ORM1|JCHAIN|CLGN|TFF1|PLPP2|GOLIM4|KCNH8|LHX8|PABPC5|LOC100505878|SFRP4|SPAG16|KDM5D|CENPV,0.05830164992464425,0.05822729287705003,0.10336958844853317,0.3983486172557118
395,280,146,134,0.1875,CSRP3|MYL1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|JCHAIN|SMPX|ASB5|ACTA1|FSTL5|BIK|ITIH3|IGK///IGKC|DNER|LILRA4|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|DNAH8|MYL2,CCL22|MLK7-AS1|ARL14|LINC01102|CTGF|MAGEB2|CHIT1|MYL2|SACS-AS1|GPM6A|HEPACAM2|UGT2B17|LOC101927811|RNF183|SFRP4|SOX2-OT,0.05826237220507066,0.05650028681931913,0.11492410582867447,0.408034979205665
396,280,146,134,0.125,LOC105375172|CPXM1|NMU|KRT6A|TUBB2B|RGS13|BIK|PDZRN4|DNAH8|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|NOL4|HMCN1|LOC283454///HRK|CYS1|CAMP|RASSF6,LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|IGHD|H2AFB1///H2AFB2///H2AFB3|EIF1AY|IGLJ3///CKAP2|ASZ1|HTR3A|PITX1|EPHA4|MAGEA1|OVAAL|MAL2|LCTL|FAM30A|DDX43|PNMA6A,0.05830918594263909,0.05838687984096462,0.10813984158605366,0.40808614151594275
397,280,146,134,0.375,LOC105375172|SPIC|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|C17orf99|MAGEA12|MUC16|LOC283454///HRK|TCL1B|TCL1A|HLF|CILP|KCNN3|C16orf74|C2CD4A|UMODL1|BTBD16,HLF|SHISA8|TPSB2|GPAT2|LYPD6B|NME8|MAGEB2|ZFY|TRPM4|COL11A1|RPS4Y1|IGKV1OR2-108|LOC100509457///HLA-DQA1|CXCL14|GPM6A|SYT17,0.05827271187896655,0.05812976606643784,0.10566937424464189,0.39906994074140034
398,280,146,134,0.25,LECT2|SFTA3|LINC01405|EML6|MAGEB2|CLGN|MYOCD|CTAG2|MMP1|LOC642426|DNAH8|BIK|IGHD|RNF183|CD1C|TRPM4,HK3|FDCSP|HLA-DQA1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MAGEA6///MAGEA3|USP9Y|LINC01297|LILRA4|LMO2|STXBP6|CXCL6|MARCO|TNFRSF17|KRT5|ZNF711|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1,0.05830790930726265,0.0580748898755873,0.11621265973529574,0.3946210699194927
399,280,146,134,0.375,RIBC2|LOC283454///HRK|PNMAL1|ASZ1|BIK|LRRN1|MYL2|MYOCD|WFDC21P|UMODL1|RGS13|EYA2|FSTL5|CHIT1|MMP20|TCL1B,NLRP7|UHMK1|RNF128|TUBB2B|DAPL1|H2AFB1///H2AFB2///H2AFB3|CHIT1|KRT5|TCL1B|CRNDE|CPXM1|SPRR1B|LOC101930415|PCSK1|AQP9|IL22RA2,0.05827013964248473,0.05695973619233648,0.11719988904761668,0.4073654263357187
400,280,146,134,0.0625,SACS-AS1|SYT17|KRT14|MYOT|SPRR1B|CRYBA4|CETP|KRT6A|TCL1A|MAGEA1|KRT13|CAMP|EYA2|PTPN20|BEX2|HAGLROS,NCKAP5|BAIAP2L1|LYPD6B|KRT14|MAGEB1|KRT6A|AQP9|LILRA3|CYS1|MMP1|HIST1H3B|CPXM1|EIF1AY|KCNK12|HMCN1|MAGEA4,0.05830271756485173,0.058714578994766245,0.11477412632105197,0.405463526357311
401,280,146,134,0.3125,MYOCD|EML6|CENPV|CTAG2|UBASH3A|UMODL1|HLF|WFDC21P|EYA2|NFE4|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|FSTL5|SI|CHIT1|KCCAT333|UGT2B17,PLS1|USP9Y|KCNK12|PDGFRL|CTAG2|GTF2IP20|MUC16|TFPI2|JCHAIN|NLRP7|MARCO|GPR158|TCL1A|STXBP6|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|LINC00877,0.058298904327691636,0.058026292560573844,0.095855323769039,0.40430929956834527
402,280,146,134,0.0625,LECT2|ZNF883|HAGLROS|LOC283454///HRK|LOC105375172|SSX4B///SSX4|LOC102724689|LINC01405|CCL17|JCHAIN|SDR16C5|UGT2B17|LOC101929272|MMP1|PXDNL|DNAH8,AP3D1|HMCN1|SSX4B///SSX4|C1QA|OLFM4|MYOCD|LINC01021|CCR10|MYOT|PITX1|FAM30A|LIPI|NME8|FAM129C|CCL17|LMO2,0.05834294691569801,0.05778040587990653,0.12856541849688702,0.3986904134074491
403,280,146,134,0.25,HEPACAM2|TCL1A|FCAMR|TCL1B|TRPM4|PROK2|DNAH8|UGT2B17|LOC283454///HRK|GPR158|BIK|SYT17|FCER2|KCCAT333|LECT2|ZNF711,CCR10|LINC01405|LOC101929272|CD74|LOC100509457///HLA-DQA1|SOST|MGST1|SNX29P1///SNX29P2|NOL4|RAB25|AQP9|FAM30A|ADIRF|LOC100130744|IL22RA2|MAGEA9B///MAGEA9,0.05825449536994321,0.056525137529289664,0.11633505342569195,0.4110399915081688
404,280,146,134,0.0625,PXDNL|SACS-AS1|ORM1|ORM2///ORM1|LOC283454///HRK|HMCN1|EPHB1|LOC101930114|RASSF6|KRT5|PROK2|SMPX|LOC105375172|BIK|GTSF1|CAMP,TRIM59///IFT80|MAGEB18|MME|MAGEA9B///MAGEA9|MARCO|ZPBP2|LY6G5B///CSNK2B|CD5L|PRAME|IL17RB|SYT14|C7orf57|CHIT1|CPXM1|HLA-DQA1|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3,0.058297261674709236,0.0568889068913479,0.09366590184562391,0.3991929682307648
405,280,146,134,0.0625,MYL1|SMPX|MYL2|GPM6A|TCL1A|LOC101928173|SLN|PITX1|ZNF711|MYOT|HTR3A|ZNF257|LOC100509457///HLA-DQA1|LOC105372840|CA3|HLA-DQB1,FCRL4|FOSB|ANKRD36BP2|TSIX|TNFRSF17|LOC440864///MSH6|MMP7|EYA2|RGS13|SACS-AS1|PROK2|DAPL1|HAGLROS|ASMT|LOC101928173|LINC00487,0.058228537031763596,0.05677536770079243,0.11282814531354292,0.3810216383138823
406,280,146,134,0.3125,DNER|SPIC|CCL17|DNAH8|MYOCD|FAR2P3///FAR2P2|ZNF711|PROK2|CLGN|USP9Y|MMP20|KCCAT333|MMP3|LOC101929272|CPXM1|XIST,EPHB1|LYPD6B|PPP1R14A|LHX8|CCL20|ICOS|SMC3|LIN28B|C4orf22|MATN3|HMCN1|SUSD5|MGST1|FCGR3B///FCGR3A|MLK7-AS1|BEX2,0.05830605284938578,0.057163435605508885,0.09987263816997816,0.4005035180831516
407,280,146,134,0.0,MAJIN|LOC613266|JCHAIN|FDCSP|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|LOC101927811|MYL2|UGT2B17|CSRP3|GPM6A|EPCAM|KRT14|XIRP2|KRT6A|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|ICOS,PRAME|UMODL1|TSPAN8|LYPD6B|PROK2|VPREB3|C4orf22|FCRL4|PABPC5|XIST|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|NCKAP5|HIST1H3B|TRIM59///IFT80|S100A2|H2AFB1///H2AFB2///H2AFB3,0.05826454888679264,0.057131275140405086,0.11012304127470132,0.4062267183014502
408,280,146,134,0.125,EYA2|SPIC|KLRC4|FHOD3|C4orf22|MMP3|UMODL1|HEPACAM2|S100A2|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|LOC102724689|BEX2|MAGEB1|CAMP|RAB25|CD1C,MAMDC4|LOC102724689|CAMP|LGSN|LOC105369860|CLU|CILP|STXBP6|PITX1|MAGEA6///MAGEA3|CTAG1A///CTAG1B|NPY1R|RPS4Y1|PLAC8|MGST1|EPHA4,0.05828527500495283,0.057471586486136046,0.10502492953085117,0.4018476536466703
409,280,146,134,0.1875,P2RY12|IL17RB|MYOCD|KCNN3|UMODL1|IL12B|BIK|LOC101929272|EPCAM|UGT2B17|EML6|SH3GL2|HLF|LINC01619|TNFRSF17|C2CD4A,LOC101926960|HMCN1|FSTL5|RGS13|BEX2|KLRC4|CPXM1|H2AFB1///H2AFB2///H2AFB3|SPRR1B|CHRM3-AS2|RNF128|OVAAL|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|LCTL|UBASH3A|CTAG1A///CTAG1B,0.05829073705590246,0.05889223137678025,0.09585723999812949,0.3786754363953012
410,280,146,134,0.1875,LILRA4|RASSF6|LOC283454///HRK|HTR3A|DNER|IGSF11|LINC01021|CPXM1|CAMP|MARCO|EPHA4|TMEM52B|RGS13|EYA2|HEPACAM2|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1,TRPM4|HIST1H3B|MAGEA6///MAGEA3|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|IL17RB|MGST1|PROK2|C15orf48|MAGEA6|EIF1AY|NLRP11|XIST|CAMP|TFPI2|CNTN3|NLRP7,0.05832745804895165,0.057423302299787676,0.09733344907220691,0.3952301991212032
411,280,146,134,0.25,RGS13|LOC283454///HRK|ZNF257|EPHB1|HTR3A|TCL1B|EML6|PNMAL1|CPXM1|SACS-AS1|GTSF1|RASSF6|XIST|IGKV1OR2-108|HEPACAM2|USP9Y,LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|KRT6A|HMCN1|WISP2|MAGEA1|C16orf74|SFTA3|NOL4|BEX2|MAGEA6|CLIP2|FOSB|KCNK12|C15orf48|ABCG5|HLF,0.05828276384884615,0.05878065299715156,0.09812447508885033,0.3996064727237959
412,280,146,134,0.125,LOC102724689|EYA2|HTR3A|EML6|JCHAIN|HBB|SYT17|PPBP|RGS13|NPY1R|CENPV|SUSD5|HBA2///HBA1|H2AFB1///H2AFB2///H2AFB3|SH3GL2|HEPACAM2,FSTL5|RASSF6|PLA2G2D|STAG3|MAGEB2|HLA-DQA1|C17orf99|ZNF385B|SYT17|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|KLHL13|LMO2|CCL21|SFRP4|KLRC2///KLRC1|PKHD1L1,0.05828261469810505,0.05753983274808992,0.10805417833521457,0.3991216149118178
413,280,146,134,0.375,SPIC|MARCO|CENPV|TCL1B|UMODL1|KCCAT333|ASZ1|RGS13|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|LOC105375172|COL11A1|DNER|CCL21|AICDA|FSTL5|MMP1,NLRP11|LOC283454///HRK|KRT6A|SOX2-OT|PLAC8|LOC100653057///CES1|HLA-DQA1|LOC102724689|CLIP2|EPCAM|LOC100509457///HLA-DQA1|NLRP4|FCAMR|EML6|IGLJ3///CKAP2|C17orf99,0.0583100438540147,0.058448179667318564,0.10207334795517897,0.3895801860765946
414,280,146,134,0.25,JCHAIN|ASB5|MYOCD|NPIPA5///NPIPB6///NPIPB8///NPIPB3|LOC283454///HRK|CTCFL|PPBP|STXBP6|EPHA4|LOC105375172|ASMT|RGS13|MYOT|FSTL5|PITX1|RSPH1,S100A8|HIST1H3B|CHIT1|LYPD6B|RGL4|GOLIM4|TMEM158|EPHA4|MAGEB1|AICDA|MLC1|MYL1|DAPL1|IGHD|PABPC5|LOC101929272,0.058297304087296165,0.05661484298342501,0.11109032078821748,0.39968645093065064
415,280,146,134,0.0,LVRN|MYBPC1|CPXM1|ASMT|SLN|FHOD3|MYL1|CCL17|LILRA4|STXBP6|PXDNL|ZNF385B|MYOT|GPM6A|SDR16C5|LINC01405,C15orf48|GPAT2|OVAAL|HLA-DQB1|MT1M|ZBTB32|COMP|CTAG2|CTAG1A///CTAG1B|LOC105372840|PSMA8|LOC440864///MSH6|CA3|IGKV1OR2-108|IGLJ3///IGLV@///IGLC1|GJB2,0.058246571438024294,0.056018295400976525,0.11247320190904754,0.3971383478758324
416,280,146,134,0.3125,FCER2|ASZ1|HBB|TCL1B|TFPI2|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|MMP20|CETP|SPIC|LOC283454///HRK|LOC101929272|HBA2///HBA1|MUC16|JCHAIN|MMP1|MYOCD,PPBP|TREM1|CTCFL|SPRR1B|STXBP6|STAG3|ASB5|SOX8|FCER2|LOC283454///HRK|LOC440864///MSH6|MAMDC4|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|HBB|SFRP4|MAGEA9B///MAGEA9,0.058334922269519564,0.05897343329516934,0.0989227385724554,0.4075678826827671
417,280,146,134,0.3125,LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|EML6|DNER|TCL1A|ASZ1|ORM2///ORM1|C12orf77|LOC105375172|NLRP7|UMODL1|CCDC110|IGHV1-69|HSF5|BIK|FCER2|MMP20,MGST1|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|PLAC8|RPS4Y1|FCRL4|AP3D1|PXDNL|KCCAT333|UGT2B4|ELOVL7|BTBD16|MT1M|HIST1H1B|STXBP6|S100A8|OGDHL,0.058280428105041304,0.05708495691100117,0.10108896433225538,0.3924089101357319
418,280,146,134,0.25,DNER|MLC1|HLF|KCCAT333|CKAP2///IGLC1|MAGEA1|EYA2|C2CD4A|UGT2B4|BTBD16|SI|CTAG1A///CTAG1B|CTAG2|FSTL5|MYOCD|MYL2,KCCAT333|LOC101929272|CRNDE|COMP|ASMT|NPIPA5///NPIPB6///NPIPB8///NPIPB3|PRAME|XK|MAGEB1|WFDC21P|NME8|OLFM4|LOC100505878|CA3|CCL20|MAGEA6,0.05825678767341023,0.057641951324313385,0.10501457744397232,0.41364007826654053
419,280,146,134,0.125,HTR3A|APELA|ASB5|ZNF711|EML6|MUC16|C16orf74|XIRP2|LOC283454///HRK|TNFRSF17|ITIH3|IGHV1-69|ORM2///ORM1|FDCSP|LINC01405|DAPL1,IGKV1OR2-108|LINC01268|HTR3A|COL9A3|HLA-DQA1|H2AFB1///H2AFB2///H2AFB3|LOC101927811|FAM30A|CEP290|LRRN1|LOC100130744|IL22RA2|SMC3|LOC101928173|HIST1H1B|MAL2,0.05826438058353891,0.05753484328522186,0.10726432410170234,0.41405616015417535
420,280,146,134,0.1875,MUC16|DNAH8|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|LOC105375172|S100A7|UMODL1|MMP20|ASZ1|CXCL6|EPHA4|ITIH3|FDCSP|TCL1A|KCNN3|LOC105372840|FOXG1,IGK///IGKC|NPY1R|RASSF6|ZBTB32|H2AFB1///H2AFB2///H2AFB3|INHBA|NCKAP5|TRIM59///IFT80|WISP2|FAM30A|HTR3A|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|SCARA5|LGSN|TREM1|LRP1B,0.05830561456810647,0.057735441026221426,0.10023241596270538,0.42241455102932113
421,280,146,134,0.1875,HEPACAM2|KRT5|PRCAT47|KCCAT333|EYA2|ASMT|KRT13|SPIC|BIK|ASZ1|SYT17|IL13RA2|PNMAL1|MMP20|FDCSP|PRAME,SFRP2|HPDL|LINC01619|LMO2|CAMP|FCAMR|LINC01268|CLIP2|ADIRF|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|CENPV|CNTN3|NMU|MMP20|HLA-DQA1|COL9A3,0.05830137891107149,0.05750856712423167,0.10524448999713189,0.3949688139774761
422,280,146,134,0.25,KRT14|SPRR1B|LOC105375172|HLF|KRT6A|DNER|PDGFRL|UMODL1|LRRN1|PROK2|RNF183|S100A2|MMP20|HTR3A|SI|KRT13,PROK2|TRIM59///IFT80|KDM5D|EPHB1|C4orf22|PITX1|KCCAT333|CCL17|DNER|RASSF6|LGALS2|COMP|ARL14|HIST1H1B|KCNK12|P2RY12,0.05825077814825046,0.056466087876199056,0.1113892324907891,0.40911686044357254
423,280,146,134,0.125,EYA2|UMODL1|CETP|CTCFL|HBB|DNAH8|MMP13|LOC101927811|FCRL4|ASZ1|DAPL1|HLF|ZNF883|ZNF711|TCL1B|MLC1,ZIC2|ZNF257|NMU|IGK///IGKC|NPY1R|CCR10|HMCN1|C4orf22|LGALS2|LINC00487|CCL21|MAGEA6|P2RY12|LHX8|KRT5|RSPH1,0.05825330695131527,0.057332456924669574,0.10498800906650603,0.3981553509672711
