version,seed,family,g_minus,g_plus,E_abs,prominence,dim_minus,dim_plus,A_group,C_group,S_group,C2_group,A_group_direct,C_group_direct,n_channels_mean,identity_residual_maxabs,A_vs_base_residual_maxabs,C_vs_base_residual_maxabs
v32.21,25042001,dephasing,5,26,2.621648000452833,0.09815454230735261,8,8,-0.17000529878627613,0.24493612853147606,0.22999900584626393,0.05999370705998777,-0.17000529878627615,0.2449361285314761,31.0,0.0,2.7755575615628914e-17,5.551115123125783e-17
v32.21,25042001,dephasing,6,25,2.3756855671346444,0.03257729411914041,8,8,-0.03743461893395822,0.7226255355408698,0.5596222835496871,0.522187664615729,-0.03743461893395825,0.7226255355408698,31.0,0.0,6.938893903907228e-17,0.0
v32.21,25042001,dephasing,7,24,2.350476373238079,-0.32984845362466475,8,8,0.06091845286300023,0.769273618629186,0.5308634474558422,0.5917819003188424,0.060918452863000204,0.769273618629186,31.0,1.1102230246251565e-16,5.551115123125783e-17,0.0
v32.21,25042001,dephasing,8,23,1.2782390014763387,-0.047850687335421166,8,8,0.10773424979528373,0.5204091248339495,0.1630914074151535,0.2708256572104373,0.10773424979528375,0.5204091248339495,31.0,0.0,4.163336342344337e-17,0.0
v32.21,25042001,dephasing,9,22,1.2355234268531243,-0.0604661646192671,8,8,-0.0910450970739965,0.2636195930938503,0.16054038693696365,0.06949528986296721,-0.09104509707399644,0.2636195930938503,31.0,0.0,5.551115123125783e-17,0.0
v32.21,25042001,dephasing,10,21,0.872898255051432,-0.14583268827042656,8,8,0.10040684970861607,0.7647618856329836,0.4844538920083008,0.5848607417169167,0.10040684970861605,0.7647618856329836,31.0,1.1102230246251565e-16,2.7755575615628914e-17,1.1102230246251565e-16
v32.21,25042001,dephasing,11,20,0.8225578717503814,0.11670889053341629,8,8,-0.1067898887719774,0.5883455012430694,0.4529403176049358,0.3461504288329585,-0.10678988877197736,0.5883455012430694,31.0,0.0,6.938893903907228e-17,1.1102230246251565e-16
v32.21,25042001,dephasing,12,19,0.520032371270511,0.29329177725396566,8,8,0.02141496645111731,0.4055271245875802,0.14303728232515356,0.1644522487762708,0.02141496645111724,0.4055271245875802,31.0,0.0,1.0408340855860843e-16,1.1102230246251565e-16
v32.21,25042001,dephasing,13,18,0.4401136996169611,0.18396790902393384,8,8,-0.11452127832356106,0.29234187642257836,0.19998505103383513,0.08546377271027408,-0.11452127832356104,0.29234187642257836,31.0,1.3877787807814457e-17,6.938893903907228e-17,5.551115123125783e-17
v32.21,25042001,dephasing,14,17,0.15448291171778558,-0.1615932953471894,8,8,-0.14002744367711656,0.19595096756506417,0.17842422536680136,0.03839678168968482,-0.14002744367711653,0.19595096756506414,31.0,1.3877787807814457e-17,5.551115123125783e-17,2.7755575615628914e-17
