version,seed,family,group,lambda,leading_norm,exact_norm,abs_error,rel_error
v32.23,25042000,transverse,43,0.01,0.003657140058305137,0.0036699907560690612,1.3524234569102037e-05,0.0036980357201221604
v32.23,25042000,transverse,43,0.003,0.00032914260524746227,0.0003292427478379779,1.0584085076755238e-07,0.00032156533089351073
v32.23,25042000,transverse,43,0.001,3.657140058305136e-05,3.657263273317191e-05,1.3027665366187968e-09,3.562254974786365e-05
v32.23,25042000,transverse,43,0.0003,3.291426052474622e-06,3.291436029049567e-06,1.0548814764550265e-11,3.2049374940747204e-06
v32.23,25042000,transverse,44,0.01,8.300863090710934e-05,8.318082035674776e-05,2.1117146108875241e-07,0.0025439699315733017
v32.23,25042000,transverse,44,0.003,7.470776781639841e-06,7.472176864650401e-06,1.71983058336784e-09,0.0002302077325606208
v32.23,25042000,transverse,44,0.001,8.300863090710934e-07,8.301035998707656e-07,2.1242688902918135e-11,2.5590939967061652e-05
v32.23,25042000,transverse,44,0.0003,7.470776781639838e-08,7.470790787724368e-08,1.72075196032971e-13,2.3033106337196764e-06
v32.23,25042000,transverse,45,0.01,9.000294449297614e-05,9.012937376481001e-05,1.876970311234035e-07,0.0020854543390861112
v32.23,25042000,transverse,45,0.003,8.100265004367853e-06,8.101288879646325e-06,1.5205526427452572e-09,0.00018771640704660152
v32.23,25042000,transverse,45,0.001,9.000294449297613e-07,9.000420851765171e-07,1.8772536219792132e-11,2.085769118504467e-05
v32.23,25042000,transverse,45,0.0003,8.10026500436785e-08,8.100275242950569e-08,1.5205780719847087e-13,1.8771954635617204e-06
v32.23,25042000,transverse,46,0.01,0.00011087701021687132,0.00011132811262005556,5.160170377639052e-07,0.0046539588031332645
v32.23,25042000,transverse,46,0.003,9.97893091951842e-06,9.982602714944053e-06,4.205983418647728e-09,0.0004214863749002391
v32.23,25042000,transverse,46,0.001,1.1087701021687131e-06,1.1088154525813494e-06,5.195460560723711e-11,4.6857870270505876e-05
v32.23,25042000,transverse,46,0.0003,9.978930919518416e-08,9.97896765516078e-08,4.2085895234392414e-13,4.21747535621015e-06
v32.23,25042000,transverse,47,0.01,0.00015881619803530467,0.00015913132354514035,3.690467610987962e-07,0.0023237350198797575
v32.23,25042000,transverse,47,0.003,1.429345782317742e-05,1.4295986435444085e-05,2.960195255992536e-09,0.0002071014090930789
v32.23,25042000,transverse,47,0.001,1.5881619803530463e-06,1.5881931721278322e-06,3.6514412117846974e-11,2.2991617082868254e-05
v32.23,25042000,transverse,47,0.0003,1.4293457823177416e-07,1.4293483086152996e-07,2.9573801264947137e-13,2.0690445678576132e-06
v32.23,25042000,transverse,48,0.01,0.0006593553103598996,0.0006621430360973537,2.8005623760390595e-06,0.004247425222844437
v32.23,25042000,transverse,48,0.003,5.934197793239095e-05,5.936448725197486e-05,2.2613343704425e-08,0.000381068250373937
v32.23,25042000,transverse,48,0.001,6.593553103598994e-06,6.593830919424315e-06,2.791001226414129e-10,4.232924468130395e-05
v32.23,25042000,transverse,48,0.0003,5.934197793239094e-07,5.934220295611678e-07,2.2606401111721885e-12,3.8095125742990304e-06
v32.23,25042000,transverse,49,0.01,0.0005651038191789631,0.0005631096331853416,2.0646264717851213e-06,0.0036535348049581548
v32.23,25042000,transverse,49,0.003,5.0859343726106675e-05,5.084316772721936e-05,1.6748688562219267e-08,0.0003293138946584947
v32.23,25042000,transverse,49,0.001,5.65103819178963e-06,5.650838462760917e-06,2.0680158289420452e-10,3.659532565089821e-05
v32.23,25042000,transverse,49,0.0003,5.085934372610667e-07,5.085918194325558e-07,1.6751183305083967e-12,3.2936294646848535e-06
v32.23,25042000,transverse,50,0.01,0.0006552144374954443,0.0006590181617779126,3.85040775646532e-06,0.0058765612235034004
v32.23,25042000,transverse,50,0.003,5.896929937458998e-05,5.900002016666919e-05,3.109558491608858e-08,0.0005273182019437006
v32.23,25042000,transverse,50,0.001,6.5521443749544415e-06,6.552523547072692e-06,3.837955809565931e-10,5.8575568393097516e-05
v32.23,25042000,transverse,50,0.0003,5.896929937458998e-07,5.896960649507601e-07,3.108651584952647e-12,5.271644089249893e-06
v32.23,25042000,transverse,51,0.01,0.0005158830350076457,0.0005129529895879441,2.935318050263124e-06,0.005689890636197449
v32.23,25042000,transverse,51,0.003,4.642947315068812e-05,4.640555730736536e-05,2.3959165061397722e-08,0.0005160335329164213
v32.23,25042000,transverse,51,0.001,5.158830350076457e-06,5.1585348932367754e-06,2.95992348796145e-10,5.737586404479423e-05
v32.23,25042000,transverse,51,0.0003,4.6429473150688113e-07,4.6429233812252e-07,2.3977226058449417e-12,5.1642253145175005e-06
v32.23,25042000,transverse,52,0.01,0.00021267166840862678,0.00019772525963101417,1.4950473202615133e-05,0.07029837737431642
v32.23,25042000,transverse,52,0.003,1.914045015677641e-05,1.901628453608724e-05,1.241941891685023e-07,0.006488572011172531
v32.23,25042000,transverse,52,0.001,2.1267166840862676e-06,2.1251803233981545e-06,1.5367088775906102e-09,0.0007225733869910599
v32.23,25042000,transverse,52,0.0003,1.9140450156776407e-07,1.913920538583566e-07,1.2450525606552619e-11,6.504823817920858e-05
v32.23,25042000,transverse,53,0.01,0.0007936159557222077,0.0008092748189388229,1.568568183683414e-05,0.019764826707093903
v32.23,25042000,transverse,53,0.003,7.142543601499868e-05,7.154909279668069e-05,1.2386487910383305e-07,0.0017341844308492924
v32.23,25042000,transverse,53,0.001,7.936159557222076e-06,7.937682819642957e-06,1.5258219425313528e-09,0.0001922620042515176
v32.23,25042000,transverse,53,0.0003,7.142543601499866e-07,7.14266695482667e-07,1.2356056002204775e-11,1.7299237766795183e-05
v32.23,25042000,transverse,54,0.01,0.00043746835170695603,0.00042170359672123677,1.5766325906364383e-05,0.03603992344782387
v32.23,25042000,transverse,54,0.003,3.937215165362604e-05,3.9242016113882426e-05,1.3014935212188774e-07,0.003305619496411277
v32.23,25042000,transverse,54,0.001,4.37468351706956e-06,4.3730742084949935e-06,1.609480317093234e-09,0.0003679078294037064
v32.23,25042000,transverse,54,0.0003,3.9372151653626037e-07,3.937084786478657e-07,1.3039280635718114e-11,3.3118029084187075e-05
v32.23,25042000,transverse,55,0.01,0.0008370536948894025,0.0008524600556247392,1.5418851199743113e-05,0.01842038484972026
v32.23,25042000,transverse,55,0.003,7.533483254004623e-05,7.545716642507402e-05,1.224319562989475e-07,0.001625170617242237
v32.23,25042000,transverse,55,0.001,8.370536948894023e-06,8.372044624604317e-06,1.5088831687701776e-09,0.00018026121597486554
v32.23,25042000,transverse,55,0.0003,7.533483254004622e-07,7.533605351644461e-07,1.2219541364034732e-11,1.622030732933416e-05
v32.23,25042000,transverse,56,0.01,8.725328228899902e-05,7.57660426011433e-05,1.1488689798250875e-05,0.13167057441115176
v32.23,25042000,transverse,56,0.003,7.852795406009912e-06,7.757761734725234e-06,9.504418308360688e-08,0.012103229253988655
v32.23,25042000,transverse,56,0.001,8.725328228899901e-07,8.713574288478203e-07,1.1755226150701748e-09,0.0013472531740142755
v32.23,25042000,transverse,56,0.0003,7.85279540600991e-08,7.851843139973093e-08,9.523700711205753e-12,0.00012127784080452503
v32.23,25042000,transverse,57,0.01,0.0005755802136809311,0.0005885308388219043,1.295079033754696e-05,0.022500409204000434
v32.23,25042000,transverse,57,0.003,5.180221923128379e-05,5.190514196564313e-05,1.0292410116018018e-07,0.0019868666379069615
v32.23,25042000,transverse,57,0.001,5.75580213680931e-06,5.757070614242202e-06,1.268494336693622e-09,0.00022038532710869094
v32.23,25042000,transverse,57,0.0003,5.180221923128378e-07,5.180324649756446e-07,1.027279975487247e-11,1.983081016086786e-05
v32.23,25042000,transverse,58,0.01,0.0001862047807194976,0.00016271717864375698,2.3490437195865845e-05,0.12615378136425123
v32.23,25042000,transverse,58,0.003,1.6758430264754782e-05,1.656217126277366e-05,1.9627920227115978e-07,0.011712266553029205
v32.23,25042000,transverse,58,0.001,1.8620478071949756e-06,1.8596182471077123e-06,2.4298067524014547e-09,0.001304911046329021
v32.23,25042000,transverse,58,0.0003,1.6758430264754778e-07,1.675646171148637e-07,1.9687528185705686e-11,0.0001174783549215298
v32.23,25042000,transverse,59,0.01,0.0008309670938199816,0.0008557683448887626,2.4802132552633682e-05,0.029847310124661505
v32.23,25042000,transverse,59,0.003,7.478703844379833e-05,7.49817372776358e-05,1.9470554840155505e-07,0.0026034664890210116
v32.23,25042000,transverse,59,0.001,8.309670938199814e-06,8.312067944296796e-06,2.397088516488488e-09,0.00028846972814158
v32.23,25042000,transverse,59,0.0003,7.478703844379832e-07,7.478897940342891e-07,1.9410263464189717e-11,2.595404747679149e-05
v32.23,25042000,transverse,60,0.01,0.0001263672516556437,0.0001265248144644824,1.577112430433464e-07,0.0012480388785625917
v32.23,25042000,transverse,60,0.003,1.1373052649007933e-05,1.1374160811199804e-05,1.1091159146609104e-09,9.752139103635101e-05
v32.23,25042000,transverse,60,0.001,1.263672516556437e-06,1.2636860000009496e-06,1.3494919000834712e-11,1.0679126770604269e-05
v32.23,25042000,transverse,60,0.0003,1.1373052649007932e-07,1.1373063552263341e-07,1.0912521867883162e-13,9.595068452299004e-07
v32.23,25042000,transverse,61,0.01,0.0001565322784313288,0.0001566410328705887,1.087744716631704e-07,0.0006949012226311527
v32.23,25042000,transverse,61,0.003,1.4087905058819592e-05,1.4088987383228783e-05,1.0826093655490575e-09,7.68467249764223e-05
v32.23,25042000,transverse,61,0.001,1.5653227843132878e-06,1.565336348156577e-06,1.3567485158594497e-11,8.667531894737351e-06
v32.23,25042000,transverse,61,0.0003,1.408790505881959e-07,1.4087916063993855e-07,1.100813550291666e-13,7.813891034157082e-07
v32.23,25042000,transverse,62,0.01,0.00013653611889586818,0.00013666974867316715,1.3373590919570256e-07,0.0009794910700347266
v32.23,25042000,transverse,62,0.003,1.2288250700628136e-05,1.2289154100637384e-05,9.040354453446393e-10,7.356909192114936e-05
v32.23,25042000,transverse,62,0.001,1.3653611889586815e-06,1.36537213110846e-06,1.0949724374330149e-11,8.01965403944224e-06
v32.23,25042000,transverse,62,0.0003,1.2288250700628132e-07,1.2288259544189853e-07,8.849672021839888e-14,7.201734597901331e-07
v32.23,25042000,transverse,63,0.01,0.00016290205635139464,0.00016297875987164056,7.671381688989603e-08,0.00047091988037534227
v32.23,25042000,transverse,63,0.003,1.4661185071625518e-05,1.4662021323790757e-05,8.364371771099469e-10,5.7051130111490314e-05
v32.23,25042000,transverse,63,0.001,1.6290205635139463e-06,1.6290311025095186e-06,1.0541383298386197e-11,6.4709946175556365e-06
v32.23,25042000,transverse,63,0.0003,1.4661185071625514e-07,1.466119362786572e-07,8.558183732819363e-14,5.837306937337843e-07
